#;Раздел;Раздел(рус);Тогровая марка;Капсула;Капсула(рус);Тип продукта;Дизайн;Заголовок;Глтег;Тег1;Тег2;Тег3;Ткань;Крашение;Полное описание;Отношение;Главная картинка;ТН;Артикул;Цвет;Размер;Плотность
77;001_bathroom;Ванная;Cleanelly;Diname;Розово-сиреневая;Полотенце махровое;Sharp arrows;Полотенце;новинка;;;;Махра;;;ParentCapsule;;Т120299;ПЦС-3501-4054 1сорт;'15-3214;70X130;460
78;001_bathroom;Ванная;Cleanelly;Diname;Розово-сиреневая;Полотенце махровое;Rose quartz;Полотенце;новинка;;;;Махра;;;ParentCapsule;;Т120058;ПЦС-2601-4050 1сорт;'15-3214;50X90;460
78;001_bathroom;Ванная;Cleanelly;Diname;Розово-сиреневая;Полотенце махровое;Rose quartz;Полотенце;новинка;;;;Махра;;;ParentCapsule;;Т120055;ПЦС-3501-4050 1сорт;'15-3214;70X130;460
79;001_bathroom;Ванная;Cleanelly;Diname;Розово-сиреневая;Полотенце махровое;Antique lace;Полотенце;новинка;;;;Махра;;;ParentCapsule;;Т120040;ПЦ-2602-4049 1сорт;'10000;50X90;460
79;001_bathroom;Ванная;Cleanelly;Diname;Розово-сиреневая;Полотенце махровое;Antique lace;Полотенце;новинка;;;;Махра;;;ParentCapsule;;Т120038;ПЦ-3502-4049 1сорт;'10000;70X130;460
80;001_bathroom;Ванная;Cleanelly;Diname;Розово-сиреневая;Полотенце махровое;Nuvola rosa;Полотенце;новинка;;;;Махра;;;ParentCapsule;;Т120355;ПЦ-2602-4052 1сорт;'10000;50X90;460
80;001_bathroom;Ванная;Cleanelly;Diname;Розово-сиреневая;Полотенце махровое;Nuvola rosa;Полотенце;новинка;;;;Махра;;;ParentCapsule;;Т120354;ПЦ-3502-4052 1сорт;'10000;70X130;460
81;001_bathroom;Ванная;Cleanelly;Diname;Розово-сиреневая;Халат махровый;Primo fogliame;Халат женский;новинка;;;;Махра;;;ParentCapsule;;Т120890;ХЦС-901-4055 мд.56 ж 1сорт 42р. (3008);'14-2307;42;400
81;001_bathroom;Ванная;Cleanelly;Diname;Розово-сиреневая;Халат махровый;Primo fogliame;Халат женский;новинка;;;;Махра;;;ParentCapsule;;Т120891;ХЦС-901-4055 мд.56 ж 1сорт 44р. (3008);'14-2307;44;400
81;001_bathroom;Ванная;Cleanelly;Diname;Розово-сиреневая;Халат махровый;Primo fogliame;Халат женский;новинка;;;;Махра;;;ParentCapsule;;Т120893;ХЦС-901-4055 мд.56 ж 1сорт 46р. (3008);'14-2307;46;400
81;001_bathroom;Ванная;Cleanelly;Diname;Розово-сиреневая;Халат махровый;Primo fogliame;Халат женский;новинка;;;;Махра;;;ParentCapsule;;Т120689;ХЦС-901-4055 мд.56 ж 1сорт 48р. (3008);'14-2307;48;400
81;001_bathroom;Ванная;Cleanelly;Diname;Розово-сиреневая;Халат махровый;Primo fogliame;Халат женский;новинка;;;;Махра;;;ParentCapsule;;Т120894;ХЦС-901-4055 мд.56 ж 1сорт 50р. (3008);'14-2307;50;400
81;001_bathroom;Ванная;Cleanelly;Diname;Розово-сиреневая;Халат махровый;Primo fogliame;Халат женский;новинка;;;;Махра;;;ParentCapsule;;Т120895;ХЦС-901-4055 мд.56 ж 1сорт 52р. (3008);'14-2307;52;400
81;001_bathroom;Ванная;Cleanelly;Diname;Розово-сиреневая;Халат махровый;Primo fogliame;Халат женский;новинка;;;;Махра;;;ParentCapsule;;Т120896;ХЦС-901-4055 мд.56 ж 1сорт 54р. (3008);'14-2307;54;400
82;001_bathroom;Ванная;Cleanelly;Diname;Розово-сиреневая;Халат вафельный;Pink clematis;Халат женский;новинка;;;;Вафля;;;ParentCapsule;;Т120897;ХЦ-960-4084 мд.57 ж 1сорт 42р. (3007);'10000;42;228
82;001_bathroom;Ванная;Cleanelly;Diname;Розово-сиреневая;Халат вафельный;Pink clematis;Халат женский;новинка;;;;Вафля;;;ParentCapsule;;Т120898;ХЦ-960-4084 мд.57 ж 1сорт 44р. (3007);'10000;44;228
82;001_bathroom;Ванная;Cleanelly;Diname;Розово-сиреневая;Халат вафельный;Pink clematis;Халат женский;новинка;;;;Вафля;;;ParentCapsule;;Т120899;ХЦ-960-4084 мд.57 ж 1сорт 46р. (3007);'10000;46;228
82;001_bathroom;Ванная;Cleanelly;Diname;Розово-сиреневая;Халат вафельный;Pink clematis;Халат женский;новинка;;;;Вафля;;;ParentCapsule;;Т120692;ХЦ-960-4084 мд.57 ж 1сорт 48р. (3007);'10000;48;228
82;001_bathroom;Ванная;Cleanelly;Diname;Розово-сиреневая;Халат вафельный;Pink clematis;Халат женский;новинка;;;;Вафля;;;ParentCapsule;;Т120900;ХЦ-960-4084 мд.57 ж 1сорт 50р. (3007);'10000;50;228
82;001_bathroom;Ванная;Cleanelly;Diname;Розово-сиреневая;Халат вафельный;Pink clematis;Халат женский;новинка;;;;Вафля;;;ParentCapsule;;Т120901;ХЦ-960-4084 мд.57 ж 1сорт 52р. (3007);'10000;52;228
82;001_bathroom;Ванная;Cleanelly;Diname;Розово-сиреневая;Халат вафельный;Pink clematis;Халат женский;новинка;;;;Вафля;;;ParentCapsule;;Т120902;ХЦ-960-4084 мд.57 ж 1сорт 54р. (3007);'10000;54;228
83;001_bathroom;Ванная;Cleanelly;Diname;Розово-сиреневая;Коврик махровый;Pearl wave;Коврик;новинка;;;;Махра;;;ParentCapsule;;Т120062;ПЦ-103-04051 1сорт;'12-1813;50X70;650
84;001_bathroom;Ванная;Cleanelly;Tepore;Бежево-коричневая;Полотенце махровое;Greece;Полотенце;;;;;Махра;;;ParentCapsule;;Т112390;ПЦ-2601-3494 1сорт;'16-1340;50X90;420
84;001_bathroom;Ванная;Cleanelly;Tepore;Бежево-коричневая;Полотенце махровое;Greece;Полотенце;;;;;Махра;;;ParentCapsule;;Т112391;ПЦ-3501-3494 1сорт;'16-1340;70X130;420
85;001_bathroom;Ванная;Cleanelly;Tepore;Бежево-коричневая;Полотенце махровое;Elegance;Полотенце;;;;;Махра;;;ParentCapsule;;Т087502;ПЦ-2601-2033 1сорт;'19-1758;50X90;460
85;001_bathroom;Ванная;Cleanelly;Tepore;Бежево-коричневая;Полотенце махровое;Elegance;Полотенце;;;;;Махра;;;ParentCapsule;;Т087505;ПЦ-3501-2033 1сорт;'19-1758;70X130;460
86;001_bathroom;Ванная;Cleanelly;Tepore;Бежево-коричневая;Полотенце махровое;Chocolatte;Полотенце;;;;;Махра;;;ParentCapsule;;Т101982;ПЦ-2601-2830 1сорт;'180;50X90;420
86;001_bathroom;Ванная;Cleanelly;Tepore;Бежево-коричневая;Полотенце махровое;Chocolatte;Полотенце;;;;;Махра;;;ParentCapsule;;Т101983;ПЦ-3501-2830 1сорт;'180;70X130;420
87;001_bathroom;Ванная;Cleanelly;Tepore;Бежево-коричневая;Полотенце махровое;Terra d'ombra;Полотенце;новинка;;;;Махра;;;ParentCapsule;;Т120182;ПЦС-2602-4062 1сорт;'10000;50X90;460
87;001_bathroom;Ванная;Cleanelly;Tepore;Бежево-коричневая;Полотенце махровое;Terra d'ombra;Полотенце;новинка;;;;Махра;;;ParentCapsule;;Т120184;ПЦС-3502-4062 1сорт;'10000;70X130;460
88;001_bathroom;Ванная;Cleanelly;Tepore;Бежево-коричневая;Полотенце махровое;Movimento circolare;Полотенце;новинка;;;;Махра;;;ParentCapsule;;Т120275;ПЦС-2601-4065 1сорт;'15-1317;50X90;460
88;001_bathroom;Ванная;Cleanelly;Tepore;Бежево-коричневая;Полотенце махровое;Movimento circolare;Полотенце;новинка;;;;Махра;;;ParentCapsule;;Т120274;ПЦС-3501-4065 1сорт;'15-1317;70X130;460
89;001_bathroom;Ванная;Cleanelly;Tepore;Бежево-коричневая;Полотенце махровое;Sentiero di pietra;Полотенце;новинка;;;;Махра;;;ParentCapsule;;Т120167;ПЦ-2602-4063 1сорт;'10000;50X90;460
89;001_bathroom;Ванная;Cleanelly;Tepore;Бежево-коричневая;Полотенце махровое;Sentiero di pietra;Полотенце;новинка;;;;Махра;;;ParentCapsule;;Т120164;ПЦ-3502-4063 1сорт;'10000;70X130;460
90;001_bathroom;Ванная;Cleanelly;Tepore;Бежево-коричневая;Полотенце махровое;Snake drawing;Полотенце;новинка;;;;Махра;;;ParentCapsule;;Т120350;ПЦ-2602-4064 1сорт;'10000;50X90;460
90;001_bathroom;Ванная;Cleanelly;Tepore;Бежево-коричневая;Полотенце махровое;Snake drawing;Полотенце;новинка;;;;Махра;;;ParentCapsule;;Т120346;ПЦ-3502-4064 1сорт;'10000;70X130;460
91;001_bathroom;Ванная;Cleanelly;Tepore;Бежево-коричневая;Халат махровый;Broken cell;Халат женский;новинка;;;;Махра;;;ParentCapsule;;Т120908;ХЦС-901-4066 мд.106 1сорт 44р. (3008);'14-1118;44;400
91;001_bathroom;Ванная;Cleanelly;Tepore;Бежево-коричневая;Халат махровый;Broken cell;Халат женский;новинка;;;;Махра;;;ParentCapsule;;Т120909;ХЦС-901-4066 мд.106 1сорт 46р. (3008);'14-1118;46;400
91;001_bathroom;Ванная;Cleanelly;Tepore;Бежево-коричневая;Халат махровый;Broken cell;Халат женский;новинка;;;;Махра;;;ParentCapsule;;Т120910;ХЦС-901-4066 мд.106 1сорт 48р. (3008);'14-1118;48;400
91;001_bathroom;Ванная;Cleanelly;Tepore;Бежево-коричневая;Халат махровый;Broken cell;Халат женский;новинка;;;;Махра;;;ParentCapsule;;Т120691;ХЦС-901-4066 мд.106 1сорт 50р. (3008);'14-1118;50;400
91;001_bathroom;Ванная;Cleanelly;Tepore;Бежево-коричневая;Халат махровый;Broken cell;Халат женский;новинка;;;;Махра;;;ParentCapsule;;Т120911;ХЦС-901-4066 мд.106 1сорт 52р. (3008);'14-1118;52;400
91;001_bathroom;Ванная;Cleanelly;Tepore;Бежево-коричневая;Халат махровый;Broken cell;Халат женский;новинка;;;;Махра;;;ParentCapsule;;Т120912;ХЦС-901-4066 мд.106 1сорт 54р. (3008);'14-1118;54;400
91;001_bathroom;Ванная;Cleanelly;Tepore;Бежево-коричневая;Халат махровый;Broken cell;Халат женский;новинка;;;;Махра;;;ParentCapsule;;Т120913;ХЦС-901-4066 мд.106 1сорт 56р. (3008);'14-1118;56;400
91;001_bathroom;Ванная;Cleanelly;Tepore;Бежево-коричневая;Халат махровый;Broken cell;Халат женский;новинка;;;;Махра;;;ParentCapsule;;Т120914;ХЦС-901-4066 мд.106 1сорт 58р. (3008);'14-1118;58;400
92;001_bathroom;Ванная;Cleanelly;Tepore;Бежево-коричневая;Коврик махровый;Labirinto geometrico;Полотенце;новинка;;;;Махра;;;ParentCapsule;;Т120153;ПЦ-103-04067 1сорт;'14-1118;50X70;650
93;001_bathroom;Ванная;Cleanelly;Rivo;Бирюзово-Голубая;Полотенце махровое;Greek River;Полотенце;;;;;Махра;;;ParentCapsule;;Т112392;ПЦ-2601-3495 1сорт;'15-4312;50X90;420
93;001_bathroom;Ванная;Cleanelly;Rivo;Бирюзово-Голубая;Полотенце махровое;Greek River;Полотенце;;;;;Махра;;;ParentCapsule;;Т112393;ПЦ-3501-3495 1сорт;'15-4312;70X130;420
94;001_bathroom;Ванная;Cleanelly;Rivo;Бирюзово-Голубая;Полотенце махровое;Sfarzoso;Полотенце;;;;;Махра;;;ParentCapsule;;Т096690;ПЦ-2601-2534 1сорт;'15-4825;50X90;460
94;001_bathroom;Ванная;Cleanelly;Rivo;Бирюзово-Голубая;Полотенце махровое;Sfarzoso;Полотенце;;;;;Махра;;;ParentCapsule;;Т096695;ПЦ-3501-2534 1сорт;'15-4825;70X130;460
95;001_bathroom;Ванная;Cleanelly;Rivo;Бирюзово-Голубая;Полотенце махровое;Agata di Colore;Полотенце;;;;;Махра;;;ParentCapsule;;Т112501;ПЦ-2602-3527 1сорт;'10000;50X90;460
95;001_bathroom;Ванная;Cleanelly;Rivo;Бирюзово-Голубая;Полотенце махровое;Agata di Colore;Полотенце;;;;;Махра;;;ParentCapsule;;Т112503;ПЦ-3502-3527 1сорт;'10000;70X130;460
96;001_bathroom;Ванная;Cleanelly;Rivo;Бирюзово-Голубая;Полотенце махровое;Sea chine;Полотенце;новинка;;;;Махра;;;ParentCapsule;;Т120137;ПЦ-2602-4056 1сорт;'10000;50X90;460
96;001_bathroom;Ванная;Cleanelly;Rivo;Бирюзово-Голубая;Полотенце махровое;Sea chine;Полотенце;новинка;;;;Махра;;;ParentCapsule;;Т120138;ПЦ-3502-4056 1сорт;'10000;70X130;460
97;001_bathroom;Ванная;Cleanelly;Rivo;Бирюзово-Голубая;Полотенце махровое;Spirale;Полотенце;новинка;;;;Махра;;;ParentCapsule;;Т120188;ПЦ-2601-4058 1сорт;'16-4525;50X90;460
97;001_bathroom;Ванная;Cleanelly;Rivo;Бирюзово-Голубая;Полотенце махровое;Spirale;Полотенце;новинка;;;;Махра;;;ParentCapsule;;Т120187;ПЦ-3501-4058 1сорт;'16-4525;70X130;460
98;001_bathroom;Ванная;Cleanelly;Rivo;Бирюзово-Голубая;Полотенце махровое;Ceramics;Полотенце;новинка;;;;Махра;;;ParentCapsule;;Т120122;ПЦС-2601-4057 1сорт;'15-4005;50X90;460
98;001_bathroom;Ванная;Cleanelly;Rivo;Бирюзово-Голубая;Полотенце махровое;Ceramics;Полотенце;новинка;;;;Махра;;;ParentCapsule;;Т120121;ПЦС-3501-4057 1сорт;'15-4005;70X130;460
99;001_bathroom;Ванная;Cleanelly;Rivo;Бирюзово-Голубая;Полотенце махровое;Mondo dell'acqua;Полотенце;новинка;;;;Махра;;;ParentCapsule;;Т120263;ПЦС-2601-4059 1сорт;'13-4411;50X90;460
99;001_bathroom;Ванная;Cleanelly;Rivo;Бирюзово-Голубая;Полотенце махровое;Mondo dell'acqua;Полотенце;новинка;;;;Махра;;;ParentCapsule;;Т120262;ПЦС-3501-4059 1сорт;'13-4411;70X130;460
100;001_bathroom;Ванная;Cleanelly;Rivo;Бирюзово-Голубая;Халат махровый;Ice lake;Халат женский;новинка;;;;Махра;;;ParentCapsule;;Т120915;ХЦС-901-4060 мд.98 1сорт 42р. (3008);'15-4312;42;400
100;001_bathroom;Ванная;Cleanelly;Rivo;Бирюзово-Голубая;Халат махровый;Ice lake;Халат женский;новинка;;;;Махра;;;ParentCapsule;;Т120916;ХЦС-901-4060 мд.98 1сорт 44р. (3008);'15-4312;44;400
100;001_bathroom;Ванная;Cleanelly;Rivo;Бирюзово-Голубая;Халат махровый;Ice lake;Халат женский;новинка;;;;Махра;;;ParentCapsule;;Т120917;ХЦС-901-4060 мд.98 1сорт 46р. (3008);'15-4312;46;400
100;001_bathroom;Ванная;Cleanelly;Rivo;Бирюзово-Голубая;Халат махровый;Ice lake;Халат женский;новинка;;;;Махра;;;ParentCapsule;;Т120918;ХЦС-901-4060 мд.98 1сорт 48р. (3008);'15-4312;48;400
